Kode_Item,Nama_Item,Kode_Transaksi,qty,harga,sub_total
OBT00126,Obat Cumque,TRX010198,3,115720,347160
OBT01435,Obat Dolore,TRX010198,1,118232,118232
OBT00378,Obat Placeat,TRX010199,2,142891,285782
OBT00357,Obat Voluptatem,TRX010199,2,132192,264384
OBT01774,Obat Nesciunt,TRX010199,1,139425,139425
OBT01598,Obat Reiciendis,TRX010200,3,67657,202971
OBT00448,Obat Optio,TRX010200,1,36615,36615
OBT01047,Obat Eos,TRX010201,2,16713,33426
OBT01827,Obat Temporibus,TRX010201,2,194401,388802
OBT00059,Obat Quos,TRX010201,2,71664,143328
OBT00588,Obat Vitae,TRX010201,1,27973,27973
OBT00509,Obat Nobis,TRX010202,2,82458,164916
OBT00652,Obat Quidem,TRX010202,3,194953,584859
OBT01069,Obat Maiores,TRX010203,1,90253,90253
OBT00158,Obat Enim,TRX010203,3,26556,79668
OBT01719,Obat Natus,TRX010203,3,110105,330315
OBT00088,Obat Eligendi,TRX010203,1,181055,181055
OBT00326,Obat Totam,TRX010203,2,87053,174106
OBT00600,Obat Doloribus,TRX010204,3,175032,525096
OBT01447,Obat Dicta,TRX010204,2,92448,184896
OBT01545,Obat Sit,TRX010205,1,163159,163159
OBT01151,Obat Sint,TRX010205,1,85424,85424
OBT00077,Obat Placeat,TRX010205,3,192608,577824
OBT01770,Obat Quo,TRX010205,1,99134,99134
OBT00635,Obat Facere,TRX010206,1,170258,170258
OBT01606,Obat Voluptates,TRX010206,1,53298,53298
OBT01878,Obat Esse,TRX010206,3,145113,435339
OBT00728,Obat Provident,TRX010206,2,17333,34666
OBT01697,Obat Ipsum,TRX010206,1,22006,22006
OBT00466,Obat Deleniti,TRX010207,2,129895,259790
OBT01027,Obat Quos,TRX010207,1,84497,84497
OBT01543,Obat Porro,TRX010208,2,128082,256164
OBT01597,Obat Velit,TRX010208,3,60872,182616
OBT00799,Obat Magni,TRX010208,1,94475,94475
OBT01062,Obat Non,TRX010208,3,171844,515532
OBT01336,Obat Voluptatum,TRX010208,3,100158,300474
OBT00139,Obat Vel,TRX010209,2,90660,181320
OBT01273,Obat Reprehenderit,TRX010209,1,94556,94556
OBT00808,Obat Libero,TRX010210,2,99540,199080
OBT01155,Obat Fuga,TRX010211,2,20443,40886
OBT01844,Obat Odio,TRX010212,1,38645,38645
OBT00879,Obat Quae,TRX010212,2,56719,113438
OBT00093,Obat Alias,TRX010212,3,86072,258216
OBT01267,Obat Aperiam,TRX010212,3,190533,571599
OBT00040,Obat Cum,TRX010213,1,28658,28658
OBT01321,Obat Velit,TRX010213,1,199810,199810
OBT00441,Obat Dignissimos,TRX010213,1,47713,47713
OBT01082,Obat Aliquid,TRX010213,1,121155,121155
OBT01899,Obat Dignissimos,TRX010214,1,53940,53940
OBT00533,Obat Vel,TRX010214,1,199121,199121
OBT01713,Obat Quis,TRX010215,2,131693,263386
OBT01303,Obat Exercitationem,TRX010215,2,121700,243400
OBT00232,Obat Sequi,TRX010215,2,59160,118320
OBT01531,Obat Quod,TRX010215,2,38470,76940
OBT00052,Obat Fugit,TRX010216,1,42821,42821
OBT01007,Obat Nam,TRX010216,3,129087,387261
OBT01643,Obat Necessitatibus,TRX010216,2,40977,81954
OBT01389,Obat Similique,TRX010217,1,181449,181449
OBT00159,Obat Id,TRX010217,1,34052,34052
OBT00189,Obat Labore,TRX010217,2,10435,20870
OBT01259,Obat Quis,TRX010218,2,60273,120546
OBT01725,Obat Ad,TRX010218,1,62547,62547
OBT01972,Obat Maxime,TRX010218,2,107521,215042
OBT00423,Obat Voluptatibus,TRX010218,2,173727,347454
OBT00132,Obat Dignissimos,TRX010218,1,22397,22397
OBT00435,Obat Officiis,TRX010219,3,51664,154992
OBT00382,Obat Atque,TRX010220,3,25141,75423
OBT00690,Obat Quas,TRX010220,3,184561,553683
OBT01781,Obat Aliquam,TRX010220,2,36087,72174
OBT00231,Obat Tempore,TRX010221,1,118064,118064
OBT01949,Obat Reprehenderit,TRX010221,2,42405,84810
OBT01999,Obat Eaque,TRX010221,2,187988,375976
OBT01904,Obat Reprehenderit,TRX010222,1,58973,58973
OBT00442,Obat Odit,TRX010222,3,106843,320529
OBT01084,Obat Quidem,TRX010222,1,77712,77712
OBT01991,Obat Debitis,TRX010222,2,67834,135668
OBT00512,Obat Quibusdam,TRX010223,3,149439,448317
OBT01872,Obat Dolor,TRX010223,2,155438,310876
OBT00911,Obat Numquam,TRX010223,1,137454,137454
OBT01574,Obat Repudiandae,TRX010224,2,162224,324448
OBT00646,Obat Cupiditate,TRX010224,1,14703,14703
OBT01115,Obat Optio,TRX010224,2,9973,19946
OBT00429,Obat Quaerat,TRX010224,2,148433,296866
OBT00595,Obat Eligendi,TRX010224,3,187460,562380
OBT00302,Obat Repudiandae,TRX010225,3,134195,402585
OBT00702,Obat Delectus,TRX010225,3,181451,544353
OBT01995,Obat Corrupti,TRX010226,2,145964,291928
OBT01284,Obat Tempora,TRX010227,2,129919,259838
OBT00658,Obat Blanditiis,TRX010227,3,20913,62739
OBT00553,Obat Libero,TRX010227,3,54071,162213
OBT01114,Obat Sint,TRX010228,3,52118,156354
OBT00077,Obat Placeat,TRX010228,3,192608,577824
OBT01762,Obat Velit,TRX010229,1,105236,105236
OBT01443,Obat Occaecati,TRX010229,1,129145,129145
OBT01487,Obat Nesciunt,TRX010229,2,162175,324350
OBT01853,Obat Doloribus,TRX010230,3,114876,344628
OBT00298,Obat Nemo,TRX010231,3,52021,156063
OBT01645,Obat Facilis,TRX010231,2,176670,353340
OBT00269,Obat Dolor,TRX010232,1,161551,161551
OBT00122,Obat Aut,TRX010232,1,198184,198184
OBT01451,Obat Deserunt,TRX010232,1,162277,162277
OBT01254,Obat Tenetur,TRX010232,3,41608,124824
OBT00958,Obat Sequi,TRX010233,1,99704,99704
OBT01406,Obat Voluptas,TRX010233,1,17311,17311
OBT00255,Obat Sit,TRX010234,2,27475,54950
OBT01355,Obat Ipsam,TRX010235,1,55795,55795
OBT00195,Obat Omnis,TRX010235,2,64954,129908
OBT00214,Obat Libero,TRX010236,3,8700,26100
OBT00494,Obat Totam,TRX010236,2,142541,285082
OBT00258,Obat Repellat,TRX010236,3,39918,119754
OBT00320,Obat Exercitationem,TRX010236,3,117744,353232
OBT01906,Obat Reiciendis,TRX010237,1,81311,81311
OBT00402,Obat Quaerat,TRX010237,1,190521,190521
OBT01896,Obat Tenetur,TRX010238,2,163168,326336
OBT01402,Obat Amet,TRX010238,3,140595,421785
OBT00606,Obat Vel,TRX010238,3,146186,438558
OBT00581,Obat Explicabo,TRX010238,2,99562,199124
OBT01007,Obat Nam,TRX010239,3,129087,387261
OBT01294,Obat Distinctio,TRX010239,1,107967,107967
OBT00214,Obat Libero,TRX010239,3,8700,26100
OBT01883,Obat Deleniti,TRX010239,2,91203,182406
OBT00466,Obat Deleniti,TRX010240,1,129895,129895
OBT01081,Obat Officiis,TRX010240,3,180752,542256
OBT01227,Obat Laudantium,TRX010240,1,176195,176195
OBT01303,Obat Exercitationem,TRX010241,1,121700,121700
OBT00085,Obat Vel,TRX010241,1,178597,178597
OBT00710,Obat Recusandae,TRX010241,2,79044,158088
OBT00682,Obat Modi,TRX010241,1,55384,55384
OBT00081,Obat Soluta,TRX010241,3,174187,522561
OBT01084,Obat Quidem,TRX010242,2,77712,155424
OBT01413,Obat Odit,TRX010242,2,107723,215446
OBT00483,Obat Reiciendis,TRX010242,2,126510,253020
OBT00425,Obat Amet,TRX010242,3,89717,269151
OBT00945,Obat Adipisci,TRX010243,3,155147,465441
OBT01297,Obat Recusandae,TRX010243,2,175156,350312
OBT00565,Obat Saepe,TRX010243,3,108529,325587
OBT00390,Obat Fuga,TRX010243,3,183601,550803
OBT01381,Obat Adipisci,TRX010244,2,166076,332152
OBT00766,Obat Ipsa,TRX010244,3,165057,495171
OBT01415,Obat Aliquid,TRX010244,1,92741,92741
OBT00419,Obat Tempora,TRX010244,1,154201,154201
OBT01259,Obat Quis,TRX010244,3,60273,180819
OBT01050,Obat Reiciendis,TRX010245,2,155224,310448
OBT01307,Obat Autem,TRX010246,1,103664,103664
OBT01309,Obat Cumque,TRX010246,1,98838,98838
OBT01937,Obat Aut,TRX010246,1,163258,163258
OBT01497,Obat Delectus,TRX010246,3,31549,94647
OBT00312,Obat Commodi,TRX010246,2,73263,146526
OBT01508,Obat Adipisci,TRX010247,3,31919,95757
OBT00746,Obat Temporibus,TRX010247,1,63745,63745
OBT01035,Obat Incidunt,TRX010248,2,17753,35506
OBT01662,Obat Tempora,TRX010249,1,42862,42862
OBT01443,Obat Occaecati,TRX010250,3,129145,387435
OBT01860,Obat Quidem,TRX010251,3,90479,271437
OBT00644,Obat Porro,TRX010251,1,150307,150307
OBT00606,Obat Vel,TRX010252,1,146186,146186
OBT01900,Obat Veniam,TRX010252,2,57166,114332
OBT01554,Obat Occaecati,TRX010253,3,42906,128718
OBT01939,Obat Animi,TRX010254,3,86346,259038
OBT01465,Obat Deserunt,TRX010254,1,22046,22046
OBT01893,Obat Nobis,TRX010255,3,51566,154698
OBT01290,Obat Soluta,TRX010255,1,150697,150697
OBT01668,Obat Ullam,TRX010255,2,187020,374040
OBT01382,Obat Soluta,TRX010255,2,71301,142602
OBT00864,Obat Consectetur,TRX010255,3,43498,130494
OBT01814,Obat Illo,TRX010256,1,139387,139387
OBT01454,Obat Adipisci,TRX010256,1,30079,30079
OBT00614,Obat Quas,TRX010256,3,10719,32157
OBT01301,Obat Minima,TRX010256,1,13112,13112
OBT00857,Obat Laudantium,TRX010256,3,199693,599079
OBT01527,Obat Optio,TRX010257,1,68740,68740
OBT00083,Obat A,TRX010257,3,14125,42375
OBT01598,Obat Reiciendis,TRX010257,2,67657,135314
OBT00837,Obat Inventore,TRX010257,1,21113,21113
OBT01267,Obat Aperiam,TRX010258,2,190533,381066
OBT01124,Obat Enim,TRX010258,1,164083,164083
OBT00492,Obat Minima,TRX010258,1,170035,170035
OBT00293,Obat Error,TRX010258,3,102229,306687
OBT00672,Obat Et,TRX010259,3,168236,504708
OBT01593,Obat Eos,TRX010259,2,186723,373446
OBT00624,Obat Quos,TRX010259,1,122837,122837
OBT01032,Obat Quod,TRX010259,1,42261,42261
OBT00544,Obat Vero,TRX010260,1,87299,87299
OBT00434,Obat Illo,TRX010260,1,71889,71889
OBT00679,Obat Atque,TRX010261,1,47292,47292
OBT01169,Obat Ullam,TRX010261,2,72615,145230
OBT01852,Obat Iure,TRX010261,1,64111,64111
OBT00330,Obat Unde,TRX010261,1,198165,198165
OBT00807,Obat Maiores,TRX010261,3,113792,341376
OBT01087,Obat Blanditiis,TRX010262,2,48414,96828
OBT01964,Obat Temporibus,TRX010263,2,28882,57764
OBT00687,Obat Cupiditate,TRX010263,2,138073,276146
OBT01116,Obat Doloribus,TRX010263,2,77079,154158
OBT00745,Obat Facilis,TRX010263,2,152320,304640
OBT01073,Obat Perferendis,TRX010263,3,168470,505410
OBT00523,Obat Id,TRX010264,1,193824,193824
OBT00858,Obat Voluptas,TRX010264,1,87233,87233
OBT00151,Obat Itaque,TRX010265,2,5806,11612
OBT00036,Obat Odio,TRX010265,3,157153,471459
OBT01005,Obat Magnam,TRX010266,2,60742,121484
OBT00880,Obat Illo,TRX010266,1,84044,84044
OBT01099,Obat Nesciunt,TRX010267,2,27322,54644
OBT01403,Obat Laboriosam,TRX010267,2,16394,32788
OBT01008,Obat Voluptatibus,TRX010267,3,13547,40641
OBT01220,Obat Accusamus,TRX010268,1,150529,150529
OBT01185,Obat Quas,TRX010268,2,88449,176898
OBT00128,Obat Autem,TRX010269,2,47033,94066
OBT00439,Obat Commodi,TRX010269,1,10377,10377
OBT01892,Obat Non,TRX010269,1,149941,149941
OBT01290,Obat Soluta,TRX010269,2,150697,301394
OBT00304,Obat Illum,TRX010270,3,127705,383115
OBT00588,Obat Vitae,TRX010271,3,27973,83919
OBT01528,Obat Omnis,TRX010271,2,41090,82180
OBT01973,Obat Odio,TRX010271,2,165701,331402
OBT00121,Obat Omnis,TRX010271,1,128493,128493
OBT00454,Obat Minus,TRX010271,3,184558,553674
OBT00865,Obat Officia,TRX010272,3,188578,565734
OBT00671,Obat Tempora,TRX010272,3,134705,404115
OBT00318,Obat Rem,TRX010272,2,78662,157324
OBT01985,Obat Ex,TRX010272,3,188113,564339
OBT00432,Obat Quis,TRX010273,3,29261,87783
OBT00192,Obat Cupiditate,TRX010273,3,174635,523905
OBT01034,Obat Molestiae,TRX010273,2,115561,231122
OBT01372,Obat Blanditiis,TRX010273,1,142122,142122
OBT00489,Obat Tenetur,TRX010274,2,45650,91300
OBT01202,Obat Maiores,TRX010274,3,150413,451239
OBT00744,Obat Labore,TRX010275,1,36637,36637
OBT01166,Obat Explicabo,TRX010275,3,42345,127035
OBT01513,Obat Quo,TRX010275,2,160421,320842
OBT01673,Obat Ab,TRX010275,1,171761,171761
OBT01219,Obat Placeat,TRX010275,1,116084,116084
OBT00727,Obat Eveniet,TRX010276,3,150969,452907
OBT00845,Obat Occaecati,TRX010276,2,170572,341144
OBT00644,Obat Porro,TRX010276,3,150307,450921
OBT00798,Obat Labore,TRX010276,3,129168,387504
OBT00194,Obat Aliquid,TRX010277,3,169266,507798
OBT01954,Obat Ad,TRX010277,2,69707,139414
OBT00033,Obat Eligendi,TRX010277,2,36625,73250
OBT01882,Obat Aut,TRX010277,1,33478,33478
OBT01500,Obat Unde,TRX010277,1,182150,182150
OBT01899,Obat Dignissimos,TRX010278,2,53940,107880
OBT01981,Obat Asperiores,TRX010278,3,125016,375048
OBT00238,Obat Iste,TRX010278,2,54640,109280
OBT01531,Obat Quod,TRX010278,1,38470,38470
OBT01337,Obat Et,TRX010278,1,14645,14645
OBT00408,Obat Numquam,TRX010279,1,160767,160767
OBT00126,Obat Cumque,TRX010279,1,115720,115720
OBT01960,Obat Quasi,TRX010279,2,126292,252584
OBT01507,Obat Quo,TRX010279,3,33313,99939
OBT01134,Obat Adipisci,TRX010280,2,113773,227546
OBT01686,Obat Officia,TRX010281,1,78419,78419
OBT00712,Obat Adipisci,TRX010281,2,27594,55188
OBT01078,Obat Libero,TRX010281,2,93866,187732
OBT01327,Obat Incidunt,TRX010281,2,55203,110406
OBT01336,Obat Voluptatum,TRX010281,1,100158,100158
OBT01903,Obat Soluta,TRX010282,1,79401,79401
OBT00510,Obat Dolore,TRX010283,3,154038,462114
OBT01616,Obat Iste,TRX010284,3,81172,243516
OBT00653,Obat Ex,TRX010284,2,165299,330598
OBT00611,Obat Assumenda,TRX010284,3,43840,131520
OBT00762,Obat Fugiat,TRX010285,1,119773,119773
OBT01615,Obat Excepturi,TRX010286,1,42329,42329
OBT01406,Obat Voluptas,TRX010286,3,17311,51933
OBT00985,Obat Neque,TRX010286,2,171844,343688
OBT00558,Obat Voluptas,TRX010287,2,72978,145956
OBT01012,Obat Tenetur,TRX010287,1,36133,36133
OBT00943,Obat Neque,TRX010287,2,179829,359658
OBT01228,Obat Nobis,TRX010287,2,48878,97756
OBT01218,Obat Cupiditate,TRX010288,2,145911,291822
OBT00290,Obat Officiis,TRX010288,3,84300,252900
OBT01119,Obat Ducimus,TRX010288,1,189973,189973
OBT00725,Obat Unde,TRX010288,3,66530,199590
OBT01072,Obat Nihil,TRX010288,2,179195,358390
OBT00963,Obat Voluptas,TRX010289,3,116592,349776
OBT01488,Obat Reiciendis,TRX010289,2,177942,355884
OBT00181,Obat Voluptatibus,TRX010289,2,27124,54248
OBT00555,Obat Blanditiis,TRX010289,3,53519,160557
OBT01561,Obat Quam,TRX010289,3,95129,285387
OBT01614,Obat Impedit,TRX010290,1,35196,35196
OBT00887,Obat Accusamus,TRX010290,1,193450,193450
OBT01491,Obat Ab,TRX010290,2,123859,247718
OBT00537,Obat In,TRX010290,2,52764,105528
OBT00991,Obat Fuga,TRX010290,1,114293,114293
OBT00637,Obat Placeat,TRX010291,3,118190,354570
OBT00992,Obat Quod,TRX010291,2,47688,95376
OBT01117,Obat Fugiat,TRX010291,1,58950,58950
OBT01530,Obat Veniam,TRX010291,2,20857,41714
OBT01439,Obat Facere,TRX010291,1,92635,92635
OBT01808,Obat Ipsum,TRX010292,1,111367,111367
OBT00619,Obat Vitae,TRX010292,2,189181,378362
OBT00192,Obat Cupiditate,TRX010292,3,174635,523905
OBT00571,Obat Magni,TRX010293,1,125628,125628
OBT01498,Obat Fuga,TRX010293,3,94028,282084
OBT01085,Obat Voluptate,TRX010293,3,174323,522969
OBT00998,Obat Beatae,TRX010293,2,124986,249972
OBT01795,Obat Sed,TRX010293,3,54975,164925
OBT01272,Obat Accusamus,TRX010294,3,89315,267945
OBT00273,Obat Consequatur,TRX010294,1,151014,151014
OBT01445,Obat Iusto,TRX010294,3,94339,283017
OBT01921,Obat Similique,TRX010294,3,38852,116556
OBT01865,Obat Quia,TRX010294,2,41473,82946
OBT00931,Obat Iure,TRX010295,2,66891,133782
OBT00111,Obat Quas,TRX010295,1,47002,47002
OBT01493,Obat At,TRX010295,1,126689,126689
OBT00828,Obat Soluta,TRX010295,1,193121,193121
OBT00160,Obat Quibusdam,TRX010295,3,46372,139116
OBT01658,Obat Totam,TRX010296,1,118696,118696
OBT00850,Obat Amet,TRX010296,1,114918,114918
OBT00294,Obat Quam,TRX010296,3,39665,118995
OBT01646,Obat Quia,TRX010296,3,34089,102267
OBT01284,Obat Tempora,TRX010296,2,129919,259838
OBT00264,Obat Rem,TRX010297,3,191996,575988
OBT01113,Obat Accusantium,TRX010297,3,144423,433269
OBT01176,Obat Error,TRX010297,1,158624,158624
OBT01726,Obat Iure,TRX010298,1,58215,58215
OBT00208,Obat Eveniet,TRX010298,1,44125,44125
OBT01825,Obat Natus,TRX010298,3,149864,449592
OBT00704,Obat Neque,TRX010299,3,197566,592698
OBT01839,Obat Quisquam,TRX010299,2,151393,302786
OBT01610,Obat Id,TRX010299,3,24328,72984
OBT01989,Obat Hic,TRX010300,3,188145,564435
OBT00986,Obat Ipsum,TRX010300,2,115997,231994
OBT00659,Obat Quisquam,TRX010300,3,143492,430476
OBT00797,Obat Minima,TRX010300,1,69308,69308
OBT00128,Obat Autem,TRX010301,2,47033,94066
OBT00335,Obat Similique,TRX010301,2,171894,343788
OBT01698,Obat Architecto,TRX010301,2,48891,97782
OBT01086,Obat A,TRX010301,3,28207,84621
OBT00427,Obat Atque,TRX010302,2,199982,399964
OBT00957,Obat Quasi,TRX010302,3,55477,166431
OBT00188,Obat Repudiandae,TRX010303,3,63847,191541
OBT00691,Obat Eaque,TRX010303,2,93906,187812
OBT00626,Obat Ratione,TRX010304,3,68603,205809
OBT01027,Obat Quos,TRX010305,2,84497,168994
OBT01879,Obat Facilis,TRX010305,1,106301,106301
OBT01094,Obat Vel,TRX010305,3,152074,456222
OBT00738,Obat Molestias,TRX010305,2,21689,43378
OBT01978,Obat Modi,TRX010305,1,166935,166935
OBT00245,Obat Vel,TRX010306,1,73629,73629
OBT00063,Obat Sed,TRX010307,1,144845,144845
OBT00111,Obat Quas,TRX010307,3,47002,141006
OBT00450,Obat Hic,TRX010307,3,133672,401016
OBT01276,Obat Debitis,TRX010308,2,162158,324316
OBT01641,Obat Voluptate,TRX010308,2,10503,21006
OBT00243,Obat Ratione,TRX010308,2,12542,25084
OBT00120,Obat Quia,TRX010308,2,133894,267788
OBT00649,Obat Animi,TRX010308,3,132428,397284
OBT01443,Obat Occaecati,TRX010309,1,129145,129145
OBT01560,Obat Vero,TRX010309,2,115640,231280
OBT01249,Obat Recusandae,TRX010309,1,83810,83810
OBT01290,Obat Soluta,TRX010309,2,150697,301394
OBT01247,Obat Quidem,TRX010310,3,152608,457824
OBT00528,Obat Necessitatibus,TRX010310,2,158503,317006
OBT01672,Obat Fugit,TRX010310,1,117601,117601
OBT00605,Obat Facere,TRX010311,3,169117,507351
OBT00800,Obat Nobis,TRX010311,2,80171,160342
OBT01514,Obat Quae,TRX010311,1,55754,55754
OBT00037,Obat Sed,TRX010311,2,142693,285386
OBT00355,Obat Numquam,TRX010311,1,190867,190867
OBT00533,Obat Vel,TRX010312,2,199121,398242
OBT01452,Obat Quia,TRX010312,1,167415,167415
OBT00939,Obat Nemo,TRX010312,3,66299,198897
OBT01094,Obat Vel,TRX010312,3,152074,456222
OBT01018,Obat Occaecati,TRX010312,1,154884,154884
OBT00170,Obat Ipsam,TRX010313,3,123355,370065
OBT01519,Obat Temporibus,TRX010313,2,72183,144366
OBT00074,Obat Nisi,TRX010313,2,42987,85974
OBT01930,Obat Recusandae,TRX010313,1,58916,58916
OBT00350,Obat Alias,TRX010313,2,35415,70830
OBT01909,Obat Sint,TRX010314,2,23344,46688
OBT01972,Obat Maxime,TRX010314,3,107521,322563
OBT01748,Obat Corporis,TRX010314,1,15785,15785
OBT00937,Obat Recusandae,TRX010314,2,144798,289596
OBT01689,Obat Cum,TRX010315,3,158113,474339
OBT01312,Obat Suscipit,TRX010315,2,187722,375444
OBT00463,Obat Quibusdam,TRX010316,1,133351,133351
OBT01041,Obat Ipsa,TRX010316,1,133134,133134
OBT01826,Obat Commodi,TRX010316,2,127876,255752
OBT01435,Obat Dolore,TRX010316,1,118232,118232
OBT00063,Obat Sed,TRX010316,3,144845,434535
OBT00373,Obat Eum,TRX010317,3,178837,536511
OBT01100,Obat Sint,TRX010317,2,55443,110886
OBT00285,Obat Omnis,TRX010317,1,6405,6405
OBT01804,Obat Sed,TRX010317,3,83505,250515
OBT00797,Obat Minima,TRX010317,2,69308,138616
OBT00883,Obat Ullam,TRX010318,2,145884,291768
OBT00350,Obat Alias,TRX010318,1,35415,35415
OBT01791,Obat Consectetur,TRX010318,3,70542,211626
OBT00909,Obat Doloremque,TRX010319,1,195450,195450
OBT00123,Obat Asperiores,TRX010320,1,113255,113255
OBT00873,Obat Nihil,TRX010321,3,175927,527781
OBT01522,Obat Incidunt,TRX010321,2,131195,262390
OBT00519,Obat Vitae,TRX010321,3,113270,339810
OBT01838,Obat Voluptates,TRX010321,1,122957,122957
OBT01023,Obat Animi,TRX010322,2,35865,71730
OBT00779,Obat Quasi,TRX010322,3,195932,587796
OBT00665,Obat Minima,TRX010322,3,21648,64944
OBT00760,Obat Nostrum,TRX010322,2,190179,380358
OBT01364,Obat Magnam,TRX010322,3,22133,66399
OBT00308,Obat Debitis,TRX010323,2,191189,382378
OBT01071,Obat Ipsum,TRX010323,1,168779,168779
OBT00855,Obat Animi,TRX010323,3,84776,254328
OBT00661,Obat Ducimus,TRX010323,1,115625,115625
OBT01126,Obat Iusto,TRX010323,2,110328,220656
OBT00206,Obat Maiores,TRX010324,3,162389,487167
OBT00753,Obat Harum,TRX010325,1,75121,75121
OBT01693,Obat Fuga,TRX010325,2,26340,52680
OBT01749,Obat Ab,TRX010325,3,126963,380889
OBT00299,Obat Eaque,TRX010326,3,73233,219699
OBT01441,Obat Aliquam,TRX010326,1,69789,69789
OBT01490,Obat Quam,TRX010326,2,7780,15560
OBT00908,Obat Occaecati,TRX010327,1,84676,84676
OBT00576,Obat Adipisci,TRX010327,2,195293,390586
OBT00686,Obat Sunt,TRX010328,3,65844,197532
OBT00718,Obat Id,TRX010328,1,45976,45976
OBT00275,Obat Sed,TRX010328,1,18661,18661
OBT00121,Obat Omnis,TRX010328,1,128493,128493
OBT00797,Obat Minima,TRX010329,3,69308,207924
OBT01350,Obat Vel,TRX010330,3,154186,462558
OBT00174,Obat Maiores,TRX010331,2,73335,146670
OBT00213,Obat Aspernatur,TRX010331,2,35762,71524
OBT01033,Obat Deserunt,TRX010331,2,159566,319132
OBT00724,Obat Odit,TRX010331,2,84600,169200
OBT00136,Obat Quibusdam,TRX010332,2,196163,392326
OBT01686,Obat Officia,TRX010332,2,78419,156838
OBT00886,Obat Est,TRX010333,2,195080,390160
OBT00003,Obat Ea,TRX010333,1,12639,12639
OBT00606,Obat Vel,TRX010333,3,146186,438558
OBT00818,Obat Repudiandae,TRX010333,1,113372,113372
OBT00735,Obat Voluptas,TRX010333,3,50800,152400
OBT00250,Obat Dolore,TRX010334,3,101898,305694
OBT00658,Obat Blanditiis,TRX010335,1,20913,20913
OBT01377,Obat Alias,TRX010335,1,11060,11060
OBT00500,Obat Eos,TRX010335,3,130202,390606
OBT01909,Obat Sint,TRX010335,2,23344,46688
OBT01950,Obat Nesciunt,TRX010335,1,121845,121845
OBT01814,Obat Illo,TRX010336,2,139387,278774
OBT00478,Obat Illo,TRX010336,3,116677,350031
OBT01762,Obat Velit,TRX010336,2,105236,210472
OBT00633,Obat Nulla,TRX010336,3,7064,21192
OBT01470,Obat Eum,TRX010337,2,84028,168056
OBT00394,Obat Iusto,TRX010337,2,102926,205852
OBT00865,Obat Officia,TRX010338,1,188578,188578
OBT00548,Obat Sapiente,TRX010338,2,180704,361408
OBT00536,Obat Quidem,TRX010338,1,52068,52068
OBT00564,Obat Dolore,TRX010339,3,6532,19596
OBT01574,Obat Repudiandae,TRX010339,1,162224,162224
OBT00965,Obat Quae,TRX010339,3,26481,79443
OBT00668,Obat Ab,TRX010339,1,114350,114350
OBT00497,Obat Sequi,TRX010340,3,127740,383220
OBT00996,Obat Repudiandae,TRX010341,2,132078,264156
OBT00406,Obat Ducimus,TRX010341,2,169719,339438
OBT00295,Obat Earum,TRX010341,2,151685,303370
OBT00052,Obat Fugit,TRX010342,3,42821,128463
OBT01454,Obat Adipisci,TRX010342,2,30079,60158
OBT00645,Obat Modi,TRX010342,2,81224,162448
OBT01669,Obat Quos,TRX010342,3,103108,309324
OBT00577,Obat Officia,TRX010343,1,132591,132591
OBT01569,Obat Quod,TRX010343,3,180075,540225
OBT00480,Obat Deserunt,TRX010343,2,15600,31200
OBT01984,Obat Accusantium,TRX010344,3,53088,159264
OBT01154,Obat Corrupti,TRX010344,1,49352,49352
OBT00264,Obat Rem,TRX010344,1,191996,191996
OBT00906,Obat Sed,TRX010344,3,72814,218442
OBT00101,Obat Magnam,TRX010345,2,120973,241946
OBT01906,Obat Reiciendis,TRX010345,2,81311,162622
OBT01406,Obat Voluptas,TRX010345,3,17311,51933
OBT01154,Obat Corrupti,TRX010346,2,49352,98704
OBT00642,Obat Placeat,TRX010347,3,161195,483585
OBT00668,Obat Ab,TRX010347,1,114350,114350
OBT01185,Obat Quas,TRX010347,2,88449,176898
