Kode_Item,Nama_Item,Kandungan,Tipe_Golongan_Obat,Kategori_Obat,HNA,Satuan
OBT01541,Obat Molestias,Ibuprofen 962mg,Narkotika,Vitamin,43174,botol
OBT01542,Obat Minus,Ibuprofen 169mg,Bebas,Analgesik,43642,botol
OBT01543,Obat Porro,Ibuprofen 109mg,Bebas,Antihistamin,128082,tablet
OBT01544,Obat Eveniet,Ibuprofen 617mg,Narkotika,Antibiotik,85917,kapsul
OBT01545,Obat Sit,Cetirizine 482mg,Bebas,Vitamin,163159,botol
OBT01546,Obat Magni,Paracetamol 732mg,Bebas,Analgesik,94889,tablet
OBT01547,Obat Maiores,Metformin 594mg,Keras,Antibiotik,81300,sirup
OBT01548,Obat Recusandae,Cetirizine 116mg,Bebas Terbatas,Antihistamin,101686,botol
OBT01549,Obat Soluta,Paracetamol 644mg,Bebas,Antidiabetik,7118,botol
OBT01550,Obat Non,Metformin 521mg,Narkotika,Antibiotik,140706,botol
OBT01551,Obat Consequatur,Paracetamol 117mg,Keras,Antihistamin,158731,tablet
OBT01552,Obat Assumenda,Metformin 839mg,Bebas Terbatas,Antibiotik,177406,sirup
OBT01553,Obat Doloribus,Amoxicillin 648mg,Bebas Terbatas,Analgesik,182812,kapsul
OBT01554,Obat Occaecati,Amoxicillin 117mg,Keras,Antihistamin,42906,sirup
OBT01555,Obat Possimus,Metformin 932mg,Narkotika,Antihistamin,20025,sirup
OBT01556,Obat Repellendus,Cetirizine 925mg,Bebas Terbatas,Antidiabetik,67229,sirup
OBT01557,Obat Tempora,Ibuprofen 209mg,Bebas Terbatas,Antihistamin,137935,sirup
OBT01558,Obat Illum,Paracetamol 636mg,Bebas Terbatas,Analgesik,151656,botol
OBT01559,Obat Dolor,Ibuprofen 346mg,Bebas,Antihistamin,19314,kapsul
OBT01560,Obat Vero,Ibuprofen 734mg,Bebas,Antihistamin,115640,tablet
OBT01561,Obat Quam,Metformin 358mg,Keras,Vitamin,95129,botol
OBT01562,Obat Rerum,Amoxicillin 373mg,Keras,Analgesik,56224,tablet
OBT01563,Obat Quo,Cetirizine 180mg,Narkotika,Vitamin,57526,tablet
OBT01564,Obat Eaque,Amoxicillin 515mg,Narkotika,Antibiotik,172917,tablet
OBT01565,Obat Laboriosam,Cetirizine 678mg,Keras,Antibiotik,57759,kapsul
OBT01566,Obat Mollitia,Ibuprofen 813mg,Narkotika,Analgesik,22931,sirup
OBT01567,Obat Voluptate,Ibuprofen 407mg,Bebas Terbatas,Vitamin,94535,sirup
OBT01568,Obat Fugit,Paracetamol 769mg,Bebas Terbatas,Antibiotik,54638,sirup
OBT01569,Obat Quod,Paracetamol 195mg,Narkotika,Vitamin,180075,kapsul
OBT01570,Obat Explicabo,Cetirizine 488mg,Narkotika,Antihistamin,129708,botol
OBT01571,Obat Vitae,Cetirizine 665mg,Keras,Antihistamin,187132,kapsul
OBT01572,Obat Neque,Cetirizine 157mg,Keras,Antihistamin,186361,botol
OBT01573,Obat At,Paracetamol 819mg,Narkotika,Antihistamin,127526,kapsul
OBT01574,Obat Repudiandae,Ibuprofen 184mg,Bebas Terbatas,Antihistamin,162224,botol
OBT01575,Obat Adipisci,Cetirizine 965mg,Bebas,Analgesik,186512,tablet
OBT01576,Obat Nulla,Cetirizine 760mg,Narkotika,Vitamin,91807,botol
OBT01577,Obat Ipsa,Amoxicillin 679mg,Keras,Vitamin,156626,kapsul
OBT01578,Obat Aspernatur,Paracetamol 640mg,Keras,Antihistamin,153398,botol
OBT01579,Obat Neque,Paracetamol 335mg,Narkotika,Antibiotik,92991,kapsul
OBT01580,Obat Officiis,Ibuprofen 988mg,Keras,Analgesik,166507,botol
OBT01581,Obat Distinctio,Metformin 586mg,Bebas Terbatas,Antibiotik,83546,sirup
OBT01582,Obat Ipsam,Amoxicillin 147mg,Keras,Vitamin,114758,kapsul
OBT01583,Obat Eaque,Paracetamol 800mg,Bebas,Antihistamin,91145,botol
OBT01584,Obat Dolorem,Amoxicillin 656mg,Bebas,Antihistamin,47540,kapsul
OBT01585,Obat Asperiores,Metformin 773mg,Bebas Terbatas,Antidiabetik,32485,tablet
OBT01586,Obat Tempora,Paracetamol 283mg,Keras,Antidiabetik,124092,kapsul
OBT01587,Obat Voluptatum,Amoxicillin 116mg,Keras,Antihistamin,16060,tablet
OBT01588,Obat Voluptatum,Ibuprofen 701mg,Narkotika,Antibiotik,135005,botol
OBT01589,Obat Asperiores,Ibuprofen 870mg,Bebas,Analgesik,62515,sirup
OBT01590,Obat Illum,Cetirizine 178mg,Narkotika,Antibiotik,5969,kapsul
OBT01591,Obat Consequuntur,Amoxicillin 266mg,Narkotika,Antibiotik,172448,sirup
OBT01592,Obat Perspiciatis,Metformin 346mg,Keras,Vitamin,63464,kapsul
OBT01593,Obat Eos,Metformin 954mg,Bebas,Antibiotik,186723,tablet
OBT01594,Obat Earum,Cetirizine 793mg,Narkotika,Antibiotik,65364,tablet
OBT01595,Obat Incidunt,Metformin 439mg,Keras,Vitamin,127299,tablet
OBT01596,Obat Pariatur,Cetirizine 873mg,Bebas Terbatas,Vitamin,168556,botol
OBT01597,Obat Velit,Ibuprofen 909mg,Bebas,Vitamin,60872,tablet
OBT01598,Obat Reiciendis,Paracetamol 612mg,Keras,Vitamin,67657,kapsul
OBT01599,Obat Nisi,Amoxicillin 154mg,Bebas Terbatas,Vitamin,131024,tablet
OBT01600,Obat Facilis,Paracetamol 547mg,Narkotika,Analgesik,197567,tablet
OBT01601,Obat Reiciendis,Ibuprofen 958mg,Narkotika,Antidiabetik,91904,botol
OBT01602,Obat Et,Paracetamol 448mg,Narkotika,Antidiabetik,199007,tablet
OBT01603,Obat Nostrum,Metformin 887mg,Bebas Terbatas,Analgesik,103543,kapsul
OBT01604,Obat Culpa,Metformin 709mg,Bebas Terbatas,Analgesik,58822,botol
OBT01605,Obat Pariatur,Cetirizine 892mg,Narkotika,Antibiotik,109939,sirup
OBT01606,Obat Voluptates,Amoxicillin 130mg,Narkotika,Analgesik,53298,kapsul
OBT01607,Obat Ut,Amoxicillin 902mg,Bebas Terbatas,Antidiabetik,6763,kapsul
OBT01608,Obat Velit,Cetirizine 602mg,Keras,Antihistamin,100110,kapsul
OBT01609,Obat Sequi,Ibuprofen 464mg,Bebas,Antihistamin,7593,sirup
OBT01610,Obat Id,Metformin 484mg,Narkotika,Antihistamin,24328,kapsul
OBT01611,Obat Voluptatibus,Cetirizine 290mg,Bebas Terbatas,Antibiotik,98817,kapsul
OBT01612,Obat Perspiciatis,Metformin 776mg,Keras,Antidiabetik,12868,botol
OBT01613,Obat In,Cetirizine 187mg,Keras,Vitamin,150409,sirup
OBT01614,Obat Impedit,Metformin 402mg,Keras,Vitamin,35196,tablet
OBT01615,Obat Excepturi,Ibuprofen 830mg,Narkotika,Antihistamin,42329,sirup
OBT01616,Obat Iste,Paracetamol 184mg,Bebas Terbatas,Antibiotik,81172,tablet
OBT01617,Obat Architecto,Amoxicillin 257mg,Bebas,Antihistamin,120450,kapsul
OBT01618,Obat Dolorem,Cetirizine 828mg,Bebas Terbatas,Analgesik,55961,tablet
OBT01619,Obat Recusandae,Ibuprofen 857mg,Bebas Terbatas,Analgesik,170500,tablet
OBT01620,Obat Doloribus,Cetirizine 424mg,Keras,Antibiotik,158534,tablet
OBT01621,Obat Ducimus,Amoxicillin 209mg,Bebas,Antibiotik,99348,botol
OBT01622,Obat Officia,Paracetamol 105mg,Narkotika,Antibiotik,16509,tablet
OBT01623,Obat Fugiat,Amoxicillin 555mg,Narkotika,Antibiotik,12781,tablet
OBT01624,Obat Ad,Amoxicillin 879mg,Keras,Antihistamin,57198,kapsul
OBT01625,Obat Iusto,Amoxicillin 204mg,Narkotika,Antibiotik,56858,sirup
OBT01626,Obat Sed,Ibuprofen 189mg,Bebas Terbatas,Antibiotik,79475,sirup
OBT01627,Obat Harum,Ibuprofen 541mg,Keras,Antibiotik,50651,kapsul
OBT01628,Obat Cum,Cetirizine 670mg,Bebas,Analgesik,62395,tablet
OBT01629,Obat At,Metformin 624mg,Bebas Terbatas,Antidiabetik,73681,tablet
OBT01630,Obat Consectetur,Cetirizine 205mg,Bebas,Analgesik,193438,botol
OBT01631,Obat Eveniet,Paracetamol 191mg,Bebas,Analgesik,50687,sirup
OBT01632,Obat Laboriosam,Amoxicillin 667mg,Bebas Terbatas,Analgesik,94081,kapsul
OBT01633,Obat Aliquid,Paracetamol 711mg,Bebas,Antidiabetik,150360,botol
OBT01634,Obat Alias,Metformin 903mg,Keras,Antidiabetik,69478,tablet
OBT01635,Obat Sunt,Amoxicillin 984mg,Keras,Analgesik,51803,botol
OBT01636,Obat Quaerat,Cetirizine 112mg,Bebas Terbatas,Antibiotik,56376,tablet
OBT01637,Obat Nihil,Amoxicillin 523mg,Narkotika,Analgesik,10634,botol
OBT01638,Obat Incidunt,Cetirizine 897mg,Bebas,Analgesik,51157,tablet
OBT01639,Obat Magnam,Paracetamol 842mg,Bebas Terbatas,Vitamin,73626,botol
OBT01640,Obat Deserunt,Metformin 348mg,Bebas,Vitamin,31526,tablet
OBT01641,Obat Voluptate,Metformin 633mg,Bebas Terbatas,Analgesik,10503,kapsul
OBT01642,Obat Ducimus,Ibuprofen 801mg,Bebas,Antidiabetik,182590,botol
OBT01643,Obat Necessitatibus,Cetirizine 273mg,Narkotika,Analgesik,40977,botol
OBT01644,Obat Accusantium,Ibuprofen 375mg,Bebas Terbatas,Antihistamin,104332,sirup
OBT01645,Obat Facilis,Amoxicillin 374mg,Keras,Analgesik,176670,botol
OBT01646,Obat Quia,Cetirizine 249mg,Narkotika,Analgesik,34089,kapsul
OBT01647,Obat Id,Paracetamol 271mg,Keras,Antihistamin,93705,kapsul
OBT01648,Obat Dicta,Cetirizine 382mg,Narkotika,Analgesik,60112,sirup
OBT01649,Obat Neque,Cetirizine 406mg,Keras,Analgesik,84972,tablet
OBT01650,Obat Veniam,Cetirizine 901mg,Narkotika,Analgesik,124591,kapsul
OBT01651,Obat Fugiat,Paracetamol 469mg,Bebas,Vitamin,67953,tablet
OBT01652,Obat Porro,Amoxicillin 352mg,Keras,Antibiotik,101899,tablet
OBT01653,Obat Odio,Cetirizine 708mg,Bebas,Vitamin,102609,sirup
OBT01654,Obat Aliquam,Metformin 300mg,Bebas Terbatas,Antibiotik,178253,sirup
OBT01655,Obat Alias,Cetirizine 209mg,Bebas,Antibiotik,49920,botol
OBT01656,Obat Ipsa,Ibuprofen 411mg,Keras,Antihistamin,143130,tablet
OBT01657,Obat Fugit,Paracetamol 505mg,Narkotika,Analgesik,168369,kapsul
OBT01658,Obat Totam,Amoxicillin 961mg,Bebas,Analgesik,118696,sirup
OBT01659,Obat Sequi,Metformin 489mg,Narkotika,Antibiotik,191369,tablet
OBT01660,Obat Iste,Amoxicillin 550mg,Bebas Terbatas,Antihistamin,22138,kapsul
OBT01661,Obat Explicabo,Amoxicillin 540mg,Bebas Terbatas,Vitamin,36062,tablet
OBT01662,Obat Tempora,Metformin 239mg,Keras,Antihistamin,42862,tablet
OBT01663,Obat Tempore,Amoxicillin 428mg,Narkotika,Antihistamin,39287,kapsul
OBT01664,Obat Laudantium,Metformin 811mg,Bebas,Antibiotik,54713,kapsul
OBT01665,Obat Cupiditate,Ibuprofen 590mg,Bebas,Vitamin,55248,sirup
OBT01666,Obat Architecto,Amoxicillin 281mg,Bebas Terbatas,Vitamin,144606,tablet
OBT01667,Obat Nihil,Cetirizine 426mg,Narkotika,Antibiotik,104141,kapsul
OBT01668,Obat Ullam,Amoxicillin 852mg,Narkotika,Vitamin,187020,tablet
OBT01669,Obat Quos,Cetirizine 689mg,Bebas Terbatas,Vitamin,103108,sirup
OBT01670,Obat Ut,Ibuprofen 433mg,Bebas,Analgesik,88349,kapsul
OBT01671,Obat Vero,Cetirizine 387mg,Bebas Terbatas,Analgesik,162168,kapsul
OBT01672,Obat Fugit,Cetirizine 473mg,Narkotika,Vitamin,117601,tablet
OBT01673,Obat Ab,Paracetamol 677mg,Bebas,Analgesik,171761,kapsul
OBT01674,Obat Optio,Ibuprofen 706mg,Bebas Terbatas,Vitamin,69107,sirup
OBT01675,Obat Architecto,Metformin 284mg,Narkotika,Antibiotik,17109,sirup
OBT01676,Obat Sint,Metformin 127mg,Narkotika,Antibiotik,166488,botol
OBT01677,Obat Et,Cetirizine 825mg,Keras,Antihistamin,158963,kapsul
OBT01678,Obat Molestiae,Ibuprofen 548mg,Keras,Antibiotik,54571,tablet
OBT01679,Obat Tempore,Amoxicillin 951mg,Bebas Terbatas,Vitamin,145369,sirup
OBT01680,Obat Aperiam,Paracetamol 938mg,Bebas,Analgesik,82118,sirup
OBT01681,Obat Officia,Cetirizine 789mg,Bebas,Analgesik,43945,botol
OBT01682,Obat Natus,Cetirizine 242mg,Keras,Antibiotik,90899,botol
OBT01683,Obat Repellat,Amoxicillin 347mg,Narkotika,Vitamin,69794,botol
OBT01684,Obat Sapiente,Amoxicillin 774mg,Keras,Antidiabetik,18961,botol
OBT01685,Obat Neque,Ibuprofen 832mg,Bebas Terbatas,Antihistamin,170008,kapsul
OBT01686,Obat Officia,Cetirizine 908mg,Keras,Vitamin,78419,sirup
OBT01687,Obat Quisquam,Cetirizine 175mg,Bebas,Antibiotik,38150,kapsul
OBT01688,Obat Consequuntur,Cetirizine 712mg,Bebas Terbatas,Antidiabetik,138239,kapsul
OBT01689,Obat Cum,Cetirizine 696mg,Bebas,Analgesik,158113,sirup
OBT01690,Obat Inventore,Cetirizine 647mg,Bebas Terbatas,Antibiotik,133185,botol
OBT01691,Obat Temporibus,Metformin 990mg,Narkotika,Antihistamin,59850,tablet
OBT01692,Obat Autem,Cetirizine 656mg,Keras,Antidiabetik,195656,sirup
OBT01693,Obat Fuga,Paracetamol 909mg,Bebas,Antidiabetik,26340,kapsul
OBT01694,Obat Quisquam,Amoxicillin 818mg,Bebas Terbatas,Antibiotik,128382,kapsul
OBT01695,Obat Eius,Metformin 708mg,Keras,Vitamin,178933,botol
OBT01696,Obat Accusantium,Paracetamol 211mg,Bebas,Antibiotik,166188,botol
OBT01697,Obat Ipsum,Ibuprofen 773mg,Narkotika,Antidiabetik,22006,botol
OBT01698,Obat Architecto,Amoxicillin 270mg,Bebas Terbatas,Analgesik,48891,botol
OBT01699,Obat Delectus,Metformin 145mg,Bebas,Antihistamin,138330,sirup
OBT01700,Obat Aut,Metformin 760mg,Bebas,Analgesik,106742,sirup
OBT01701,Obat Debitis,Cetirizine 870mg,Narkotika,Antidiabetik,174101,tablet
OBT01702,Obat Officiis,Amoxicillin 915mg,Bebas Terbatas,Analgesik,138472,botol
OBT01703,Obat Sit,Cetirizine 208mg,Keras,Vitamin,103111,botol
OBT01704,Obat Vel,Paracetamol 200mg,Bebas,Antibiotik,135701,kapsul
OBT01705,Obat Dolor,Amoxicillin 327mg,Bebas Terbatas,Antidiabetik,141024,sirup
OBT01706,Obat Quis,Metformin 864mg,Bebas Terbatas,Antihistamin,126704,sirup
OBT01707,Obat Omnis,Metformin 671mg,Narkotika,Antihistamin,51923,tablet
OBT01708,Obat Assumenda,Metformin 804mg,Bebas,Vitamin,89364,botol
OBT01709,Obat Eligendi,Metformin 326mg,Keras,Analgesik,191774,kapsul
OBT01710,Obat Sunt,Cetirizine 483mg,Bebas,Analgesik,103010,tablet
OBT01711,Obat Officiis,Cetirizine 574mg,Bebas,Antihistamin,142750,sirup
OBT01712,Obat Maxime,Metformin 807mg,Keras,Antidiabetik,187061,botol
OBT01713,Obat Quis,Metformin 254mg,Bebas Terbatas,Analgesik,131693,sirup
OBT01714,Obat Quas,Amoxicillin 125mg,Bebas,Antidiabetik,192603,sirup
OBT01715,Obat Nulla,Cetirizine 207mg,Bebas Terbatas,Antihistamin,134706,botol
OBT01716,Obat Omnis,Amoxicillin 525mg,Narkotika,Antidiabetik,129192,tablet
OBT01717,Obat Debitis,Paracetamol 218mg,Bebas Terbatas,Vitamin,75342,tablet
OBT01718,Obat Quia,Ibuprofen 456mg,Keras,Antihistamin,157354,kapsul
OBT01719,Obat Natus,Amoxicillin 451mg,Keras,Antidiabetik,110105,sirup
OBT01720,Obat Omnis,Cetirizine 903mg,Narkotika,Antibiotik,172275,botol
OBT01721,Obat Provident,Ibuprofen 633mg,Bebas Terbatas,Vitamin,158087,kapsul
OBT01722,Obat Magni,Cetirizine 456mg,Bebas,Antidiabetik,175324,sirup
OBT01723,Obat Alias,Cetirizine 199mg,Narkotika,Antihistamin,14595,kapsul
OBT01724,Obat Aperiam,Cetirizine 839mg,Keras,Antidiabetik,59316,tablet
OBT01725,Obat Ad,Cetirizine 426mg,Bebas Terbatas,Antibiotik,62547,kapsul
OBT01726,Obat Iure,Paracetamol 407mg,Keras,Analgesik,58215,sirup
OBT01727,Obat Quisquam,Paracetamol 929mg,Bebas,Antidiabetik,123510,sirup
OBT01728,Obat Deleniti,Paracetamol 123mg,Narkotika,Antihistamin,66442,kapsul
OBT01729,Obat Iure,Amoxicillin 763mg,Narkotika,Antibiotik,108782,sirup
OBT01730,Obat Qui,Paracetamol 793mg,Keras,Analgesik,62303,tablet
OBT01731,Obat Cupiditate,Ibuprofen 858mg,Narkotika,Antidiabetik,85215,tablet
OBT01732,Obat Et,Ibuprofen 628mg,Bebas Terbatas,Analgesik,116417,sirup
OBT01733,Obat Laudantium,Ibuprofen 665mg,Bebas Terbatas,Antidiabetik,103850,tablet
OBT01734,Obat Sit,Ibuprofen 438mg,Keras,Antidiabetik,154781,sirup
OBT01735,Obat Nihil,Metformin 536mg,Keras,Vitamin,46211,kapsul
OBT01736,Obat Laborum,Cetirizine 337mg,Narkotika,Analgesik,103069,botol
OBT01737,Obat Ipsa,Cetirizine 744mg,Keras,Analgesik,71723,sirup
OBT01738,Obat Maxime,Ibuprofen 290mg,Bebas Terbatas,Antibiotik,149323,kapsul
OBT01739,Obat Dignissimos,Cetirizine 505mg,Bebas,Antidiabetik,27219,tablet
OBT01740,Obat Et,Paracetamol 855mg,Bebas Terbatas,Antidiabetik,40213,botol
OBT01741,Obat Veritatis,Metformin 302mg,Narkotika,Vitamin,27027,sirup
OBT01742,Obat Quod,Cetirizine 706mg,Keras,Analgesik,82345,kapsul
OBT01743,Obat Aperiam,Cetirizine 498mg,Keras,Antibiotik,121524,kapsul
OBT01744,Obat Sit,Paracetamol 821mg,Keras,Analgesik,141005,tablet
OBT01745,Obat Laudantium,Ibuprofen 310mg,Narkotika,Antihistamin,97163,sirup
OBT01746,Obat Architecto,Amoxicillin 870mg,Bebas,Antibiotik,65339,tablet
OBT01747,Obat Excepturi,Paracetamol 691mg,Narkotika,Antihistamin,158082,botol
OBT01748,Obat Corporis,Paracetamol 918mg,Bebas Terbatas,Antibiotik,15785,botol
OBT01749,Obat Ab,Metformin 291mg,Bebas,Vitamin,126963,sirup
OBT01750,Obat Cumque,Amoxicillin 433mg,Keras,Antidiabetik,139286,sirup
OBT01751,Obat Eum,Ibuprofen 568mg,Bebas Terbatas,Analgesik,167824,kapsul
OBT01752,Obat Aliquam,Paracetamol 368mg,Keras,Antibiotik,93178,kapsul
OBT01753,Obat Alias,Cetirizine 640mg,Bebas,Antidiabetik,116700,tablet
OBT01754,Obat Natus,Amoxicillin 711mg,Narkotika,Antidiabetik,123266,botol
OBT01755,Obat Tempore,Cetirizine 725mg,Bebas Terbatas,Antihistamin,127565,botol
OBT01756,Obat Laborum,Cetirizine 701mg,Narkotika,Vitamin,118378,tablet
OBT01757,Obat Magnam,Paracetamol 456mg,Bebas Terbatas,Vitamin,112204,sirup
OBT01758,Obat Officiis,Amoxicillin 965mg,Keras,Antihistamin,101341,botol
OBT01759,Obat Debitis,Cetirizine 732mg,Keras,Antidiabetik,135427,tablet
OBT01760,Obat Repudiandae,Ibuprofen 933mg,Narkotika,Antihistamin,88105,tablet
OBT01761,Obat Perferendis,Amoxicillin 729mg,Keras,Antidiabetik,76570,botol
OBT01762,Obat Velit,Metformin 186mg,Bebas,Vitamin,105236,kapsul
OBT01763,Obat Nihil,Ibuprofen 420mg,Bebas,Antidiabetik,11479,sirup
OBT01764,Obat Tenetur,Paracetamol 344mg,Bebas,Antidiabetik,52072,botol
OBT01765,Obat Perspiciatis,Amoxicillin 219mg,Bebas,Vitamin,120785,kapsul
OBT01766,Obat Ea,Ibuprofen 482mg,Bebas Terbatas,Antihistamin,66286,tablet
OBT01767,Obat Quae,Ibuprofen 623mg,Bebas Terbatas,Antibiotik,74631,sirup
OBT01768,Obat Placeat,Cetirizine 528mg,Bebas,Antidiabetik,174175,tablet
OBT01769,Obat Saepe,Metformin 241mg,Bebas Terbatas,Analgesik,24893,tablet
OBT01770,Obat Quo,Metformin 492mg,Bebas,Analgesik,99134,botol
OBT01771,Obat Neque,Cetirizine 290mg,Narkotika,Antihistamin,26605,sirup
OBT01772,Obat Delectus,Cetirizine 750mg,Bebas Terbatas,Antidiabetik,82206,kapsul
OBT01773,Obat Blanditiis,Metformin 810mg,Bebas,Antidiabetik,136534,botol
OBT01774,Obat Nesciunt,Ibuprofen 668mg,Bebas,Antibiotik,139425,tablet
OBT01775,Obat Nesciunt,Ibuprofen 601mg,Narkotika,Antibiotik,148301,tablet
OBT01776,Obat Blanditiis,Amoxicillin 243mg,Narkotika,Analgesik,173730,sirup
OBT01777,Obat Temporibus,Ibuprofen 422mg,Keras,Analgesik,25488,tablet
OBT01778,Obat Reprehenderit,Cetirizine 734mg,Bebas,Analgesik,77463,tablet
OBT01779,Obat Delectus,Paracetamol 986mg,Keras,Analgesik,64701,botol
OBT01780,Obat Cumque,Amoxicillin 109mg,Bebas Terbatas,Antidiabetik,30797,tablet
OBT01781,Obat Aliquam,Cetirizine 239mg,Bebas,Analgesik,36087,botol
OBT01782,Obat Harum,Ibuprofen 934mg,Bebas,Antibiotik,23703,sirup
OBT01783,Obat Porro,Cetirizine 675mg,Bebas Terbatas,Antidiabetik,99433,sirup
OBT01784,Obat Quis,Metformin 768mg,Narkotika,Vitamin,15035,sirup
OBT01785,Obat Quos,Cetirizine 518mg,Bebas,Antihistamin,148137,sirup
OBT01786,Obat Provident,Cetirizine 525mg,Narkotika,Antibiotik,57509,botol
OBT01787,Obat Atque,Cetirizine 600mg,Bebas,Antihistamin,92492,tablet
OBT01788,Obat Deserunt,Ibuprofen 184mg,Keras,Vitamin,56549,sirup
OBT01789,Obat Excepturi,Metformin 131mg,Narkotika,Vitamin,181975,botol
OBT01790,Obat Commodi,Ibuprofen 399mg,Keras,Analgesik,91308,tablet
OBT01791,Obat Consectetur,Paracetamol 381mg,Bebas,Analgesik,70542,botol
OBT01792,Obat Pariatur,Ibuprofen 650mg,Keras,Vitamin,84355,sirup
OBT01793,Obat Corrupti,Amoxicillin 272mg,Bebas,Antidiabetik,184185,botol
OBT01794,Obat Vero,Cetirizine 679mg,Bebas,Antidiabetik,76949,botol
OBT01795,Obat Sed,Cetirizine 662mg,Keras,Antibiotik,54975,tablet
OBT01796,Obat Sunt,Metformin 215mg,Bebas,Antihistamin,189979,sirup
OBT01797,Obat Maiores,Metformin 216mg,Bebas Terbatas,Antidiabetik,163343,tablet
OBT01798,Obat Alias,Amoxicillin 893mg,Bebas,Antidiabetik,41140,tablet
OBT01799,Obat Sit,Metformin 943mg,Bebas,Vitamin,192743,kapsul
OBT01800,Obat Optio,Amoxicillin 655mg,Bebas Terbatas,Antihistamin,198939,tablet
OBT01801,Obat Dolorem,Paracetamol 878mg,Narkotika,Vitamin,147377,tablet
OBT01802,Obat Exercitationem,Cetirizine 659mg,Bebas Terbatas,Antihistamin,73455,kapsul
OBT01803,Obat Sint,Ibuprofen 535mg,Bebas Terbatas,Vitamin,7237,tablet
OBT01804,Obat Sed,Paracetamol 853mg,Bebas Terbatas,Vitamin,83505,sirup
OBT01805,Obat Animi,Ibuprofen 404mg,Bebas Terbatas,Analgesik,78884,botol
OBT01806,Obat A,Paracetamol 560mg,Narkotika,Analgesik,95867,kapsul
OBT01807,Obat Dicta,Amoxicillin 456mg,Bebas,Antidiabetik,110856,kapsul
OBT01808,Obat Ipsum,Paracetamol 549mg,Keras,Analgesik,111367,tablet
OBT01809,Obat Necessitatibus,Paracetamol 894mg,Narkotika,Antidiabetik,157031,kapsul
OBT01810,Obat Atque,Ibuprofen 314mg,Narkotika,Antidiabetik,176785,sirup
OBT01811,Obat Doloribus,Metformin 805mg,Bebas,Antihistamin,8117,tablet
OBT01812,Obat Corrupti,Amoxicillin 981mg,Bebas Terbatas,Antidiabetik,128733,tablet
OBT01813,Obat Enim,Metformin 747mg,Bebas Terbatas,Antidiabetik,176466,sirup
OBT01814,Obat Illo,Cetirizine 269mg,Narkotika,Antidiabetik,139387,tablet
OBT01815,Obat Quidem,Metformin 242mg,Keras,Analgesik,44133,tablet
OBT01816,Obat Eveniet,Ibuprofen 933mg,Bebas Terbatas,Analgesik,109203,tablet
OBT01817,Obat Aliquam,Ibuprofen 924mg,Narkotika,Antibiotik,64658,sirup
OBT01818,Obat Id,Paracetamol 683mg,Keras,Vitamin,64487,tablet
OBT01819,Obat Officia,Amoxicillin 645mg,Keras,Antihistamin,194618,sirup
OBT01820,Obat Repellat,Amoxicillin 711mg,Keras,Antibiotik,60017,sirup
OBT01821,Obat Eum,Metformin 272mg,Keras,Antidiabetik,129371,botol
OBT01822,Obat Deleniti,Amoxicillin 820mg,Narkotika,Antidiabetik,66269,sirup
OBT01823,Obat Aspernatur,Amoxicillin 396mg,Narkotika,Antibiotik,140220,kapsul
OBT01824,Obat Vel,Metformin 373mg,Keras,Antihistamin,158879,kapsul
OBT01825,Obat Natus,Metformin 795mg,Bebas Terbatas,Antidiabetik,149864,botol
OBT01826,Obat Commodi,Paracetamol 238mg,Bebas Terbatas,Antidiabetik,127876,tablet
OBT01827,Obat Temporibus,Cetirizine 160mg,Narkotika,Analgesik,194401,kapsul
OBT01828,Obat Consectetur,Amoxicillin 987mg,Keras,Vitamin,125953,sirup
OBT01829,Obat Deserunt,Ibuprofen 818mg,Keras,Antidiabetik,94301,kapsul
OBT01830,Obat Dolore,Ibuprofen 355mg,Narkotika,Vitamin,27511,botol
OBT01831,Obat Aperiam,Ibuprofen 828mg,Narkotika,Vitamin,87070,botol
OBT01832,Obat Veniam,Amoxicillin 948mg,Narkotika,Vitamin,54242,tablet
OBT01833,Obat Molestiae,Ibuprofen 879mg,Bebas,Antidiabetik,117405,kapsul
OBT01834,Obat Dicta,Cetirizine 601mg,Bebas,Antidiabetik,187961,botol
OBT01835,Obat Saepe,Ibuprofen 691mg,Keras,Vitamin,114494,botol
OBT01836,Obat Eos,Amoxicillin 742mg,Bebas,Antibiotik,59941,sirup
OBT01837,Obat Repellendus,Cetirizine 484mg,Bebas Terbatas,Vitamin,119997,sirup
OBT01838,Obat Voluptates,Cetirizine 177mg,Keras,Analgesik,122957,botol
OBT01839,Obat Quisquam,Paracetamol 512mg,Bebas,Antidiabetik,151393,kapsul
OBT01840,Obat Maiores,Metformin 867mg,Keras,Antihistamin,12891,tablet
OBT01841,Obat At,Amoxicillin 811mg,Bebas Terbatas,Antidiabetik,103225,sirup
OBT01842,Obat Consectetur,Amoxicillin 565mg,Bebas Terbatas,Vitamin,41424,sirup
OBT01843,Obat Voluptate,Cetirizine 435mg,Keras,Antidiabetik,156390,tablet
OBT01844,Obat Odio,Metformin 102mg,Bebas,Vitamin,38645,sirup
OBT01845,Obat Aspernatur,Paracetamol 848mg,Keras,Antihistamin,85103,kapsul
OBT01846,Obat Officiis,Cetirizine 750mg,Bebas Terbatas,Antihistamin,198411,kapsul
OBT01847,Obat Voluptates,Amoxicillin 970mg,Bebas,Antihistamin,7537,tablet
OBT01848,Obat Neque,Paracetamol 914mg,Bebas,Analgesik,136019,tablet
OBT01849,Obat Animi,Metformin 507mg,Narkotika,Analgesik,177713,botol
